LGA_code,LGA_name,0-14 count,"0-14 ASR per 100,001",0-14 SR,15-24 count,"15-24 ASR per 100,001",15- 24SR
14550,Kyogle (A),13,960.7,186,#,..,..
14850,Lismore (C),111,"1,474.50",285,34,640.8,172
15700,Nambucca (A),17,516.4,100,5,295.6,80
16380,Port Macquarie-Hastings (A),65,478,92,24,298.5,80
16610,Richmond Valley (A),45,"1,000.80",193,9,318.8,86
17400b,Tenterfield (A) - part b,#,..,..,#,..,..
17550,Tweed (A),68,417.9,81,22,223.8,60
PHN110,Murrumbidgee,286,600,116,140,480.1,129
10650,Berrigan (A),9,658.3,127,#,..,..
10800,Bland (A),#,..,..,#,..,..
11600,Carrathool (A),#,..,..,#,..,..
12000,Coolamon (A),#,..,..,#,..,..
13510,Cootamundra-Gundagai Regional (A) ,6,329.7,64,#,..,..
12730,Edward River (A),11,688.2,133,6,633.1,170
12870,Federation (A),13,666.4,129,7,569.8,153
13340,Greater Hume Shire (A),14,628.1,121,6,506.5,136
13450,Griffith (C),23,411.3,79,18,518.9,140
13850,Hay (A),#,..,..,#,..,..
13910,Hilltops (A),25,667.2,129,11,541,146
14300,Junee (A),#,..,..,#,..,..
14600b,Lachlan (A) - part b,#,..,..,#,..,..
14750,Leeton (A),16,662.3,128,17,"1,086.10",292
14950,Lockhart (A),#,..,..,#,..,..
15520,Murray River (A),10,476.5,92,#,..,..
15560,Murrumbidgee (A),#,..,..,#,..,..
15800,Narrandera (A),8,667.5,129,9,"1,602.40",431
17080,Snowy Valleys (A),9,327.1,63,#,..,..
17350,Temora (A),#,..,..,#,..,..
17750,Wagga Wagga (C),111,823,159,42,439.6,118
PHN201,North Western Melbourne,"2,485",710.6,137,"1,115",418.4,113
21180,Brimbank (C),295,750,145,158,540.4,145
21890,Darebin (C),117,449.1,87,62,296.1,80
23110,Hobsons Bay (C),122,657.3,127,54,513.1,138
23270,Hume (C),474,899.5,174,175,546.4,147
24130a,Macedon Ranges (S) - part a,45,684.4,132,10,282.6,76
24330,Maribyrnong (C),137,882.4,170,41,345.1,93
24600,Melbourne (C),80,676.1,131,63,120,32
24650,Melton (C),261,657.9,127,134,637.7,172
25060,Moonee Valley (C),127,589.9,114,77,479.8,129
25150a,Moorabool (S) - part a,44,997,193,24,903.8,243
25250,Moreland (C),215,692.3,134,119,521.3,140
27260,Wyndham (C),492,700.5,135,156,497.1,134
27350,Yarra (C),68,585.1,113,43,369.5,99
PHN202,Eastern Melbourne,"1,668",598.8,116,911,413.1,111
20660,Banyule (C),110,454.6,88,112,727.5,196
21110,Boroondara (C),103,363.3,70,56,195.4,53
23670,Knox (C),197,683.8,132,112,519.7,140
24210,Manningham (C),69,341,66,42,254.2,68
24410,Maroondah (C),100,446.7,86,75,530.4,143
24850a,Mitchell (S) - part a,31,826.2,160,12,505.8,136
24970a,Monash (C) - part a,193,656.9,127,55,154.2,41
25620a,Murrindindi (S) - part a,#,..,..,#,..,..
25710,Nillumbik (S),52,433.8,84,34,367.7,99
26980,Whitehorse (C),115,400.9,77,77,275.6,74
27070,Whittlesea (C),495,982.1,190,199,687.1,185
27450,Yarra Ranges (S),186,620.2,120,128,646.7,174
PHN203,South Eastern Melbourne,"2,005",679.4,131,925,457.5,123
20910,Bayside (C),85,460.1,89,34,261.9,70
21450,Cardinia (S),206,794.1,153,91,652.7,176
21610,Casey (C),507,630.3,122,275,573.7,154
22170,Frankston (C),285,"1,042.20",201,128,763,205
22310,Glen Eira (C),141,511.9,99,53,259,70
22670,Greater Dandenong (C),213,679.3,131,100,420.2,113
23430,Kingston (C),225,772.6,149,76,391.1,105
24970b,Monash (C) - part b,8,656.9,127,#,..,..
25340,Mornington Peninsula (S),205,734.1,142,68,376,101
25900,Port Phillip (C),74,521.5,101,49,442.6,119
26350,Stonnington (C),55,392.7,76,49,299.8,81
PHN204,Gippsland,411,813.8,157,147,484.6,130
20740,Bass Coast (S),45,773,149,21,710.9,191
20830,Baw Baw (S),75,730.4,141,16,262.3,71
22110,East Gippsland (S),48,632.3,122,27,627.9,169
23810,Latrobe (C),143,"1,038.20",201,53,575.6,155
26170,South Gippsland (S),27,513.4,99,11,382.1,103
26810,Wellington (S),73,938.1,181,19,388.5,104
29399a,Unincorporated Vic - part a,#,..,..,#,..,..
PHN205,Murray,804,702,136,388,527.6,142
10050,Albury (C),82,771.7,149,33,467.3,126
20110,Alpine (S),14,705.9,136,9,775,208
21010,Benalla (RC),6,288.3,56,#,..,..
21270,Buloke (S),6,576.3,111,5,936.8,252
21370,Campaspe (S),70,"1,056.30",204,24,563.1,151
22250,Gannawarra (S),9,557.2,108,9,853,229
22620,Greater Bendigo (C),129,571.8,110,109,700.8,188
22830,Greater Shepparton (C),94,703.1,136,69,843.4,227
23350,Indigo (S),17,599.5,116,#,..,..
23940a,Loddon (S) - part a,#,..,..,#,..,..
24130b,Macedon Ranges (S) - part b,25,684.4,132,6,282.6,76
24250,Mansfield (S),#,..,..,#,..,..
24780,Mildura (RC),63,585.8,113,14,199.7,54
24850b,Mitchell (S) - part b,47,826.2,160,18,505.8,136
24900,Moira (S),49,953.9,184,14,431,116
25430,Mount Alexander (S),17,587.3,113,#,..,..
25620b,Murrindindi (S) - part b,12,732.2,141,9,885.3,238
26430,Strathbogie (S),12,734.7,142,#,..,..
26610,Swan Hill (RC),27,660.9,128,#,..,..
26670,Towong (S),7,702.9,136,#,..,..
26700,Wangaratta (RC),43,821,159,30,952.4,256
27170,Wodonga (C),87,998.2,193,19,339.4,91
29399b,Unincorporated Vic - part b,#,..,..,#,..,..
PHN206,Western Victoria,"1,012",846.8,164,543,678.6,183
20260,Ararat (RC),15,810.2,157,5,451.8,122
20570,Ballarat (C),230,"1,097.10",212,138,923.3,248
21670,Central Goldfields (S),16,806.4,156,9,623.6,168
21750,Colac-Otway (S),18,473.1,91,8,337,91
21830,Corangamite (S),19,685,132,9,510.4,137
22410,Glenelg (S),22,713.8,138,#,..,..
22490,Golden Plains (S),42,835.2,161,76,"2,684.80",722
22750,Greater Geelong (C),395,843.8,163,182,546.2,147
22910,Hepburn (S),24,991,191,5,401.3,108
22980,Hindmarsh (S),7,791.3,153,#,..,..
23190,Horsham (RC),18,469.2,91,9,385.2,104
23940b,Loddon (S) - part b,#,..,..,#,..,..
25150b,Moorabool (S) - part b,25,997,193,13,903.8,243
25490,Moyne (S),22,652.1,126,7,413.9,111
25810,Northern Grampians (S),15,865.8,167,7,598.3,161
25990,Pyrenees (S),9,787.4,152,#,..,..
26080,Queenscliffe (B),#,..,..,#,..,..
26260,Southern Grampians (S),6,216.4,42,14,778.7,209
26490,Surf Coast (S),53,798.9,154,9,274.4,74
26730,Warrnambool (C),63,"1,014.50",196,39,845.8,227
26890,West Wimmera (S),5,742.1,143,#,..,..
27630,Yarriambiack (S),8,775.5,150,#,..,..
PHN301,Brisbane North,"1,184",625.6,121,604,414.7,112
31000a,Brisbane (C) - part a,480,478.3,92,315,376.5,101
35010,Moreton Bay (R),707,743.8,144,292,502,135
36580a,Somerset (R) - part a,#,..,..,#,..,..
PHN302,Brisbane South,"1,342",577.7,112,807,494.2,133
31000b,Brisbane (C) - part b,571,478.3,92,376,376.5,101
34590,Logan (C),418,548.8,106,283,615.2,165
36250,Redland (C),325,"1,129.20",218,133,672.3,181
36510a,Scenic Rim (R) - part a,16,592.7,115,12,730.4,196
PHN303,Gold Coast,415,365.2,71,326,400.1,108
33430,Gold Coast (C),402,362.1,70,320,400.5,108
36510b,Scenic Rim (R) - part b,16,592.7,115,12,730.4,196
PHN304,Darling Downs and West Moreton,592,474.8,92,388,522.9,141
30370a,Banana (S) - part a,#,..,..,#,..,..
32330,Cherbourg (S),#,..,..,#,..,..
33610,Goondiwindi (R),7,279.6,54,14,"1,285.90",346
33960,Ipswich (C),326,619,120,170,572.8,154
34580,Lockyer Valley (R),33,421.9,82,20,360.3,97
36510c,Scenic Rim (R) - part c,13,592.7,115,10,730.4,196
36580b,Somerset (R) - part b,22,525.6,102,10,443.5,119
36630,South Burnett (R),26,434.2,84,19,550.8,148
36660,Southern Downs (R),12,194.5,38,6,152.2,41
36910,Toowoomba (R),122,361.4,70,104,478.6,129
37310,Western Downs (R),35,457.9,88,25,633.3,170
PHN305,Western Queensland,58,424.6,82,45,750.8,202
30300,Balonne (S),#,..,..,6,"1,297.40",349
30410,Barcaldine (R),#,..,..,#,..,..
30450,Barcoo (S),#,..,..,#,..,..
30760,Blackall-Tambo (R),#,..,..,#,..,..
30900,Boulia (S),#,..,..,#,..,..
31750,Bulloo (S),#,..,..,#,..,..
31950,Burke (S),#,..,..,#,..,..
32250,Carpentaria (S),#,..,..,#,..,..
32450,Cloncurry (S),#,..,..,#,..,..
32750,Diamantina (S),#,..,..,#,..,..
32770,Doomadgee (S),#,..,..,#,..,..
34710,Longreach (R),#,..,..,#,..,..
34800,McKinlay (S),#,..,..,#,..,..
34860,Maranoa (R),16,556.8,108,8,578.5,156
35250,Mornington (S),#,..,..,#,..,..
35300,Mount Isa (C),21,421.1,81,20,872.8,235
35600,Murweh (S),#,..,..,#,..,..
35800,Paroo (S),#,..,..,#,..,..
36150,Quilpie (S),#,..,..,#,..,..
37400,Winton (S),#,..,..,#,..,..
PHN306,"Central Queensland, Wide Bay, Sunshine Coast",686,434.2,84,466,477.2,128
30370b,Banana (S) - part b,6,192,37,7,535.6,144
31820,Bundaberg (R),74,458,88,45,425.3,114
32270,Central Highlands (R),25,338.9,65,28,889,239
33220,Fraser Coast (R),65,382.3,74,70,693.7,187
33360,Gladstone (R),45,312.6,60,30,400.8,108
33620,Gympie (R),48,527.2,102,13,252.5,68
34530,Livingstone (S),32,469.5,91,15,336.5,90
35740,Noosa (S),31,377.1,73,13,243.3,65
35760,North Burnett (R),7,384.9,74,5,494.8,133
36370,Rockhampton (R),80,472,91,51,461.4,124
36720,Sunshine Coast (R),272,478.2,92,188,498.2,134
37550,Woorabinda (S),#,..,..,#,..,..
PHN307,Northern Queensland,511,361.4,70,352,397.6,107
30250,Aurukun (S),#,..,..,#,..,..
31900,Burdekin (S),#,..,..,5,256.5,69
32080,Cairns (R),104,309.6,60,61,304.7,82
32260,Cassowary Coast (R),9,172.5,33,12,379.9,102
32310,Charters Towers (R),#,..,..,#,..,..
32500,Cook (S),9,"1,049.10",203,#,..,..
32600,Croydon (S),#,..,..,#,..,..
32810,Douglas (S),31,"1,566.80",303,8,704.5,189
33100,Etheridge (S),#,..,..,#,..,..
33200,Flinders (S),#,..,..,#,..,..
33800,Hinchinbrook (S),#,..,..,#,..,..
33830,Hope Vale (S),#,..,..,#,..,..
33980,Isaac (R),10,183,35,8,416.7,112
34420,Kowanyama (S),#,..,..,#,..,..
34570,Lockhart River (S),#,..,..,#,..,..
34770,Mackay (R),92,378,73,77,558.7,150
34830,Mapoon (S),#,..,..,#,..,..
34880,Mareeba (S),20,516.8,100,17,676.1,182
35670,Napranum (S),#,..,..,#,..,..
35780,Northern Peninsula Area (R),6,493.9,95,#,..,..
35790,Palm Island (S),#,..,..,#,..,..
36070,Pormpuraaw (S),#,..,..,#,..,..
36300,Richmond (S),#,..,..,#,..,..
36820,Tablelands (R),14,313.9,61,14,559.8,151
36950,Torres (S),7,735.4,142,#,..,..
36960,Torres Strait Island (R),9,552.9,107,#,..,..
37010,Townsville (C),141,361.8,70,107,354.8,95
37300,Weipa (T),8,684.9,132,#,..,..
37340,Whitsunday (R),23,366.6,71,24,625.3,168
37570,Wujal Wujal (S),#,..,..,#,..,..
37600,Yarrabah (S),#,..,..,#,..,..
PHN401,Adelaide,790,363.8,70,420,258.8,70
40070,Adelaide (C),5,337.1,65,7,94.8,25
40700,Burnside (C),13,176.6,34,10,158,42
40910,Campbelltown (C),31,358.1,69,12,185,50
41060,Charles Sturt (C),74,392.2,76,27,186.3,50
42600,Holdfast Bay (C),9,190,37,12,285.5,77
44060,Marion (C),53,331.3,64,33,287.7,77
44340,Mitcham (C),42,363.2,70,34,368.8,99
45290,Norwood Payneham St Peters (C),#,..,..,19,417.9,112
45340,Onkaparinga (C),137,433,84,76,359.5,97
45680,Playford (C),123,541.7,105,52,395.9,106
45890,Port Adelaide Enfield (C),71,316.5,61,21,138,37
46510,Prospect (C),7,172.1,33,#,..,..
47140,Salisbury (C),116,400.2,77,56,297.5,80
47700,Tea Tree Gully (C),74,428.3,83,33,264.3,71
47980,Unley (C),11,182.1,35,8,156.9,42
48260,Walkerville (M),#,..,..,#,..,..
48410,West Torrens (C),18,199.3,39,14,171.1,46
PHN402,Country SA,383,432.9,84,193,344.5,93
40120,Adelaide Hills (DC),15,214.8,41,11,223.3,60
43920,Adelaide Plains (DC),5,331.5,64,#,..,..
40220,Alexandrina (DC),24,605.3,117,15,571.9,154
40250,Anangu Pitjantjatjara (AC),#,..,..,#,..,..
40310,Barossa (DC),12,283,55,9,316.5,85
40430,Barunga West (DC),#,..,..,#,..,..
40520,Berri and Barmera (DC),#,..,..,6,478,129
41010,Ceduna (DC),#,..,..,#,..,..
41140,Clare and Gilbert Valleys (DC),6,378.9,73,6,669.4,180
41190,Cleve (DC),#,..,..,#,..,..
41330,Coober Pedy (DC),#,..,..,#,..,..
41560,Copper Coast (DC),11,484.5,94,#,..,..
41750,Elliston (DC),#,..,..,#,..,..
41830,Flinders Ranges (DC),#,..,..,#,..,..
41960,Franklin Harbour (DC),#,..,..,#,..,..
42030,Gawler (T),26,582,112,6,184.6,50
42110,Goyder (DC),#,..,..,#,..,..
42250,Grant (DC),#,..,..,7,719.7,194
42750,Kangaroo Island (DC),#,..,..,#,..,..
43080,Karoonda East Murray (DC),#,..,..,#,..,..
43220,Kimba (DC),#,..,..,#,..,..
43360,Kingston (DC),#,..,..,#,..,..
43650,Light (RegC),11,355,69,6,291.7,78
43710,Lower Eyre Peninsula (DC),#,..,..,#,..,..
43790,Loxton Waikerie (DC),10,509.7,98,#,..,..
44000,Maralinga Tjarutja (AC),#,..,..,#,..,..
44210,Mid Murray (DC),#,..,..,#,..,..
44550,Mount Barker (DC),35,490,95,14,307.6,83
44620,Mount Gambier (C),31,576.4,111,23,674.2,181
44830,Mount Remarkable (DC),#,..,..,#,..,..
45040,Murray Bridge (RC),23,588.9,114,18,658.8,177
45090,Naracoorte and Lucindale (DC),9,551.9,107,5,557.5,150
45120,Northern Areas (DC),7,887.3,171,#,..,..
45400,Orroroo/Carrieton (DC),#,..,..,#,..,..
45540,Peterborough (DC),#,..,..,#,..,..
46090,Port Augusta (C),22,821,159,#,..,..
46300,Port Lincoln (C),14,477.1,92,#,..,..
46450,Port Pirie City and Dists (M),10,335.6,65,7,327.8,88
46670,Renmark Paringa (DC),10,602.9,116,#,..,..
46860,Robe (DC),#,..,..,#,..,..
46970,Roxby Downs (M),8,732.2,141,#,..,..
47290,Southern Mallee (DC),#,..,..,#,..,..
47490,Streaky Bay (DC),#,..,..,#,..,..
47630,Tatiara (DC),6,478.6,92,#,..,..
47800,The Coorong (DC),#,..,..,#,..,..
47910,Tumby Bay (DC),#,..,..,#,..,..
48050,Victor Harbor (C),8,386.4,75,#,..,..
48130,Wakefield (DC),#,..,..,#,..,..
48340,Wattle Range (DC),10,479.8,93,#,..,..
48540,Whyalla (C),23,555.9,107,6,243,65
48640,Wudinna (DC),#,..,..,#,..,..
48750,Yankalilla (DC),#,..,..,#,..,..
48830,Yorke Peninsula (DC),#,..,..,#,..,..
49399,Unincorporated SA,#,..,..,#,..,..
PHN501,Perth North,926,451.4,87,461,338.5,91
50350,Bassendean (T),10,338,65,9,528,142
50420,Bayswater (C),63,568.1,110,20,265.2,71
51310,Cambridge (T),15,277,54,8,230.8,62
51750,Claremont (T),#,..,..,#,..,..
52170,Cottesloe (T),#,..,..,#,..,..
54170,Joondalup (C),117,391.8,76,66,311.8,84
54200,Kalamunda (S),57,504,97,32,430.7,116
55740,Mosman Park (T),#,..,..,#,..,..
56090,Mundaring (S),20,301.7,58,24,502.3,135
56580,Nedlands (C),9,225.8,44,19,538.6,145
56930,Peppermint Grove (S),#,..,..,#,..,..
57080,Perth (C),6,297.5,57,#,..,..
57910,Stirling (C),203,520.2,100,68,279,75
57980,Subiaco (C),10,329.5,64,#,..,..
58050,Swan (C),151,461.8,89,61,317.4,85
58570,Vincent (C),17,313.5,61,27,718.8,193
58760,Wanneroo (C),240,509.9,99,113,400.8,108
PHN502,Perth South,836,420.9,81,284,219.8,59
50210,Armadale (C),113,521.4,101,40,374.8,101
50490,Belmont (C),41,563.1,109,13,265.6,71
51330,Canning (C),55,328,63,25,169.6,46
51820,Cockburn (C),106,454.4,88,42,305.3,82
53150,East Fremantle (T),#,..,..,#,..,..
53430,Fremantle (C),11,230.7,45,6,199.3,54
53780,Gosnells (C),113,425.6,82,35,213.6,57
54830,Kwinana (C),52,492.1,95,5,90.1,24
55110,Mandurah (C),78,497.8,96,38,381.6,103
55320,Melville (C),54,314.6,61,15,110.1,30
56230,Murray (S),#,..,..,#,..,..
57490,Rockingham (C),125,417.7,81,39,220.4,59
57700,Serpentine-Jarrahdale (S),35,436.9,84,7,175.7,47
57840,South Perth (C),22,344.8,67,6,89.4,24
58510,Victoria Park (T),22,402.3,78,8,165.1,44
58820,Waroona (S),#,..,..,#,..,..
PHN503,Country WA,456,421.8,81,187,337.7,91
50080,Albany (C),35,516.5,100,28,622.7,167
50250,Ashburton (S),9,441.3,85,#,..,..
50280,Augusta-Margaret River (S),10,287.9,56,#,..,..
50560,Beverley (S),#,..,..,#,..,..
50630,Boddington (S),#,..,..,#,..,..
50770,Boyup Brook (S),#,..,..,#,..,..
50840,Bridgetown-Greenbushes (S),8,959.4,185,#,..,..
50910,Brookton (S),#,..,..,#,..,..
50980,Broome (S),22,529.9,102,16,850.6,229
51080,Broomehill-Tambellup (S),#,..,..,#,..,..
51120,Bruce Rock (S),#,..,..,#,..,..
51190,Bunbury (C),26,450.2,87,10,297.6,80
51260,Busselton (C),25,334.1,65,13,326.4,88
51400,Capel (S),6,149.9,29,8,319.4,86
51470,Carnamah (S),#,..,..,#,..,..
51540,Carnarvon (S),7,635.8,123,5,"1,111.40",299
51610,Chapman Valley (S),#,..,..,#,..,..
51680,Chittering (S),#,..,..,#,..,..
51890,Collie (S),10,600.9,116,#,..,..
51960,Coolgardie (S),#,..,..,#,..,..
52030,Coorow (S),#,..,..,#,..,..
52100,Corrigin (S),#,..,..,#,..,..
52240,Cranbrook (S),#,..,..,#,..,..
52310,Cuballing (S),#,..,..,#,..,..
52380,Cue (S),#,..,..,#,..,..
52450,Cunderdin (S),#,..,..,#,..,..
52520,Dalwallinu (S),#,..,..,#,..,..
52590,Dandaragan (S),#,..,..,#,..,..
52660,Dardanup (S),12,380.1,73,6,332.6,89
52730,Denmark (S),5,525.8,102,#,..,..
52800,Derby-West Kimberley (S),#,..,..,6,562.7,151
52870,Donnybrook-Balingup (S),10,892.5,172,#,..,..
52940,Dowerin (S),#,..,..,#,..,..
53010,Dumbleyung (S),#,..,..,#,..,..
53080,Dundas (S),#,..,..,#,..,..
53220,East Pilbara (S),#,..,..,#,..,..
53290,Esperance (S),18,624.7,121,#,..,..
53360,Exmouth (S),#,..,..,#,..,..
53570,Gingin (S),#,..,..,#,..,..
53640,Gnowangerup (S),#,..,..,#,..,..
53710,Goomalling (S),#,..,..,#,..,..
53800,Greater Geraldton (C),26,328.5,63,17,352,95
53920,Halls Creek (S),#,..,..,#,..,..
53990,Harvey (S),27,452.8,87,9,266.6,72
54060,Irwin (S),#,..,..,#,..,..
54130,Jerramungup (S),#,..,..,#,..,..
54280,Kalgoorlie/Boulder (C),34,479.3,93,12,334,90
54310,Karratha (C),26,427,82,#,..,..
54340,Katanning (S),#,..,..,#,..,..
54410,Kellerberrin (S),#,..,..,#,..,..
54480,Kent (S),#,..,..,#,..,..
54550,Kojonup (S),#,..,..,#,..,..
54620,Kondinin (S),#,..,..,#,..,..
54690,Koorda (S),#,..,..,#,..,..
54760,Kulin (S),#,..,..,#,..,..
54900,Lake Grace (S),#,..,..,#,..,..
54970,Laverton (S),#,..,..,#,..,..
55040,Leonora (S),#,..,..,#,..,..
55180,Manjimup (S),#,..,..,#,..,..
55250,Meekatharra (S),#,..,..,#,..,..
55390,Menzies (S),#,..,..,#,..,..
55460,Merredin (S),#,..,..,#,..,..
55530,Mingenew (S),#,..,..,#,..,..
55600,Moora (S),#,..,..,#,..,..
55670,Morawa (S),#,..,..,#,..,..
55810,Mount Magnet (S),#,..,..,#,..,..
55880,Mount Marshall (S),#,..,..,#,..,..
55950,Mukinbudin (S),#,..,..,#,..,..
56160,Murchison (S),#,..,..,#,..,..
56300,Nannup (S),#,..,..,#,..,..
56370,Narembeen (S),#,..,..,#,..,..
56460,Narrogin (S),#,..,..,#,..,..
56620,Ngaanyatjarraku (S),#,..,..,#,..,..
56730,Northam (S),7,332,64,5,442.3,119
56790,Northampton (S),#,..,..,#,..,..
56860,Nungarin (S),#,..,..,#,..,..
57000,Perenjori (S),#,..,..,#,..,..
57140,Pingelly (S),#,..,..,#,..,..
57210,Plantagenet (S),#,..,..,#,..,..
57280,Port Hedland (T),23,566.5,109,7,493.4,133
57350,Quairading (S),#,..,..,#,..,..
57420,Ravensthorpe (S),#,..,..,#,..,..
57630,Sandstone (S),#,..,..,#,..,..
57770,Shark Bay (S),#,..,..,#,..,..
58190,Tammin (S),#,..,..,#,..,..
58260,Three Springs (S),#,..,..,#,..,..
58330,Toodyay (S),#,..,..,#,..,..
