LGA_code,LGA_name,0-14 count,"0-14 ASR per 100,001",0-14 SR,15-24 count,"15-24 ASR per 100,001",15- 24SR
10600,Bellingen (A),#,..,..,14,"1,215.80",103
11350,Byron (A),10,157.1,127,26,813.8,69
11730,Clarence Valley (A),12,129.5,105,40,778.7,66
11800,Coffs Harbour (C),9,60.2,49,109,"1,267.30",108
14350,Kempsey (A),10,181,146,47,"1,524.00",129
14550,Kyogle (A),#,..,..,8,"1,025.60",87
14850,Lismore (C),10,115.4,93,71,"1,330.60",113
15700,Nambucca (A),5,143.1,116,21,"1,151.50",98
16380,Port Macquarie-Hastings (A),10,64.1,52,106,"1,300.30",110
16610,Richmond Valley (A),5,109.4,88,30,"1,081.00",92
17400b,Tenterfield (A) - part b,#,..,..,#,..,..
17550,Tweed (A),16,91.3,74,109,"1,098.30",93
PHN110,Murrumbidgee,50,100.2,81,340,"1,155.40",98
10650,Berrigan (A),#,..,..,9,"1,209.20",103
10800,Bland (A),#,..,..,#,..,..
11600,Carrathool (A),#,..,..,#,..,..
12000,Coolamon (A),#,..,..,#,..,..
13510,Cootamundra-Gundagai Regional (A) ,#,..,..,21,"1,747.60",148
12730,Edward River (A),#,..,..,10,"1,026.90",87
12870,Federation (A),#,..,..,13,"1,098.60",93
13340,Greater Hume Shire (A),#,..,..,14,"1,196.40",102
13450,Griffith (C),#,..,..,21,602.9,51
13850,Hay (A),#,..,..,#,..,..
13910,Hilltops (A),11,288.8,234,35,"1,658.10",141
14300,Junee (A),#,..,..,12,"1,571.80",133
14600b,Lachlan (A) - part b,#,..,..,#,..,..
14750,Leeton (A),#,..,..,15,916.6,78
14950,Lockhart (A),#,..,..,#,..,..
15520,Murray River (A),#,..,..,#,..,..
15560,Murrumbidgee (A),#,..,..,#,..,..
15800,Narrandera (A),#,..,..,8,"1,404.50",119
17080,Snowy Valleys (A),#,..,..,23,"1,630.20",138
17350,Temora (A),#,..,..,11,"1,773.50",151
17750,Wagga Wagga (C),13,93.8,76,129,"1,341.70",114
PHN201,North Western Melbourne,238,75.8,61,"2,433",920.5,78
21180,Brimbank (C),27,73.2,59,359,"1,231.80",105
21890,Darebin (C),18,76.1,62,170,821,70
23110,Hobsons Bay (C),20,118.7,96,155,"1,466.90",124
23270,Hume (C),42,85.7,69,283,881.4,75
24130a,Macedon Ranges (S) - part a,#,..,..,19,524.3,44
24330,Maribyrnong (C),15,123.4,100,164,"1,402.10",119
24600,Melbourne (C),15,178.7,145,236,460.9,39
24650,Melton (C),36,93.3,75,247,"1,174.90",100
25060,Moonee Valley (C),20,93.5,76,217,"1,356.20",115
25150a,Moorabool (S) - part a,#,..,..,11,418.9,36
25250,Moreland (C),18,68.8,56,235,"1,040.30",88
27260,Wyndham (C),20,33.9,27,223,711,60
27350,Yarra (C),#,..,..,111,981.2,83
PHN202,Eastern Melbourne,302,105.3,85,"2,053",934.9,79
20660,Banyule (C),28,119,96,198,"1,286.50",109
21110,Boroondara (C),18,51.7,42,191,666.5,57
23670,Knox (C),23,80,65,227,"1,052.70",89
24210,Manningham (C),30,136.1,110,109,659.6,56
24410,Maroondah (C),41,189.4,153,163,"1,143.80",97
24850a,Mitchell (S) - part a,7,183.7,149,26,"1,104.00",94
24970a,Monash (C) - part a,20,64.9,53,240,684.2,58
25620a,Murrindindi (S) - part a,#,..,..,#,..,..
25710,Nillumbik (S),10,71,57,85,914.2,78
26980,Whitehorse (C),42,139,112,305,"1,102.70",94
27070,Whittlesea (C),42,94,76,225,778.5,66
27450,Yarra Ranges (S),47,153.3,124,287,"1,439.70",122
PHN203,South Eastern Melbourne,406,138.7,112,"2,361","1,169.40",99
20910,Bayside (C),24,107.3,87,104,794.4,67
21450,Cardinia (S),48,195.8,158,212,"1,514.00",128
21610,Casey (C),89,116.9,95,656,"1,366.90",116
22170,Frankston (C),69,265,214,271,"1,613.90",137
22310,Glen Eira (C),24,84.9,69,162,794.7,67
22670,Greater Dandenong (C),32,113.2,92,319,"1,346.40",114
23430,Kingston (C),50,173.5,140,223,"1,147.60",97
24970b,Monash (C) - part b,#,..,..,10,684.2,58
25340,Mornington Peninsula (S),39,126.8,103,147,807.3,69
25900,Port Phillip (C),22,182.9,148,136,"1,248.60",106
26350,Stonnington (C),7,49,40,123,764.3,65
PHN204,Gippsland,64,121.7,98,330,"1,080.40",92
20740,Bass Coast (S),11,180,146,24,805.9,68
20830,Baw Baw (S),9,84.3,68,54,880,75
22110,East Gippsland (S),7,87.1,70,32,735.8,62
23810,Latrobe (C),25,180.8,146,121,"1,312.10",111
26170,South Gippsland (S),#,..,..,24,819.4,70
26810,Wellington (S),10,121.9,99,75,"1,521.50",129
29399a,Unincorporated Vic - part a,#,..,..,#,..,..
PHN205,Murray,113,94.9,77,764,"1,032.00",88
10050,Albury (C),11,109.5,89,68,957.4,81
20110,Alpine (S),#,..,..,7,626.3,53
21010,Benalla (RC),#,..,..,9,586.4,50
21270,Buloke (S),#,..,..,8,"1,445.50",123
21370,Campaspe (S),#,..,..,32,745.4,63
22250,Gannawarra (S),#,..,..,14,"1,323.00",112
22620,Greater Bendigo (C),27,117.6,95,224,"1,440.50",122
22830,Greater Shepparton (C),10,73.8,60,73,885.2,75
23350,Indigo (S),#,..,..,11,642.8,55
23940a,Loddon (S) - part a,#,..,..,6,958.2,81
24130b,Macedon Ranges (S) - part b,#,..,..,11,524.3,44
24250,Mansfield (S),7,365,295,#,..,..
24780,Mildura (RC),#,..,..,79,"1,121.80",95
24850b,Mitchell (S) - part b,10,183.7,149,39,"1,104.00",94
24900,Moira (S),#,..,..,23,702.2,60
25430,Mount Alexander (S),#,..,..,26,"1,470.90",125
25620b,Murrindindi (S) - part b,#,..,..,10,979.9,83
26430,Strathbogie (S),#,..,..,6,634.6,54
26610,Swan Hill (RC),#,..,..,19,754.2,64
26670,Towong (S),#,..,..,#,..,..
26700,Wangaratta (RC),6,108.7,88,31,972,82
27170,Wodonga (C),10,116.3,94,58,"1,033.20",88
29399b,Unincorporated Vic - part b,#,..,..,#,..,..
PHN206,Western Victoria,152,123,99,612,762.4,65
20260,Ararat (RC),10,473.5,383,6,503.7,43
20570,Ballarat (C),21,100.2,81,113,754.7,64
21670,Central Goldfields (S),#,..,..,14,995.3,84
21750,Colac-Otway (S),#,..,..,19,816.9,69
21830,Corangamite (S),#,..,..,20,"1,091.10",93
22410,Glenelg (S),8,237.8,192,17,771.1,65
22490,Golden Plains (S),#,..,..,11,400.7,34
22750,Greater Geelong (C),52,112,91,254,762.7,65
22910,Hepburn (S),#,..,..,10,722.8,61
22980,Hindmarsh (S),#,..,..,#,..,..
23190,Horsham (RC),#,..,..,9,383.6,33
23940b,Loddon (S) - part b,#,..,..,#,..,..
25150b,Moorabool (S) - part b,#,..,..,6,418.9,36
25490,Moyne (S),6,160.2,130,6,317.7,27
25810,Northern Grampians (S),13,709.8,574,6,541.9,46
25990,Pyrenees (S),#,..,..,#,..,..
26080,Queenscliffe (B),#,..,..,#,..,..
26260,Southern Grampians (S),#,..,..,18,991.8,84
26490,Surf Coast (S),6,81,65,28,842.4,71
26730,Warrnambool (C),11,168.7,136,56,"1,234.10",105
26890,West Wimmera (S),#,..,..,#,..,..
27630,Yarriambiack (S),#,..,..,5,871,74
PHN301,Brisbane North,256,131.2,106,"2,159","1,422.30",121
31000a,Brisbane (C) - part a,121,122.1,99,"1,149","1,380.50",117
35010,Moreton Bay (R),134,133.5,108,792,"1,353.90",115
36580a,Somerset (R) - part a,#,..,..,7,"1,321.80",112
PHN302,Brisbane South,326,140,113,"2,022","1,239.90",105
31000b,Brisbane (C) - part b,145,122.1,99,"1,369","1,380.50",117
34590,Logan (C),142,189,153,500,"1,083.10",92
36250,Redland (C),39,119.8,97,196,987.8,84
36510a,Scenic Rim (R) - part a,#,..,..,18,"1,091.80",93
PHN303,Gold Coast,150,127.9,103,959,"1,176.10",100
33430,Gold Coast (C),143,125.5,101,940,"1,177.20",100
36510b,Scenic Rim (R) - part b,#,..,..,19,"1,091.80",93
PHN304,Darling Downs and West Moreton,511,400.2,324,"1,391","1,860.50",158
30370a,Banana (S) - part a,#,..,..,#,..,..
32330,Cherbourg (S),#,..,..,#,..,..
33610,Goondiwindi (R),#,..,..,27,"2,353.40",200
33960,Ipswich (C),48,94.7,77,446,"1,500.30",127
34580,Lockyer Valley (R),8,94.7,77,40,716.8,61
36510c,Scenic Rim (R) - part c,#,..,..,16,"1,091.80",93
36580b,Somerset (R) - part b,7,148.5,120,31,"1,321.80",112
36630,South Burnett (R),17,246.8,200,117,"3,395.90",288
36660,Southern Downs (R),51,726,587,83,"2,107.40",179
36910,Toowoomba (R),358,"1,005.90",813,544,"2,497.50",212
37310,Western Downs (R),19,235.8,191,79,"1,952.90",166
PHN305,Western Queensland,26,190,154,190,"2,753.40",234
30300,Balonne (S),#,..,..,11,"2,375.20",202
30410,Barcaldine (R),#,..,..,6,"2,399.20",204
30450,Barcoo (S),#,..,..,#,..,..
30760,Blackall-Tambo (R),#,..,..,#,..,..
30900,Boulia (S),#,..,..,#,..,..
31750,Bulloo (S),#,..,..,#,..,..
31950,Burke (S),#,..,..,#,..,..
32250,Carpentaria (S),#,..,..,9,"4,398.90",373
32450,Cloncurry (S),#,..,..,13,"3,959.70",336
32750,Diamantina (S),#,..,..,#,..,..
32770,Doomadgee (S),#,..,..,6,"2,406.10",204
34710,Longreach (R),#,..,..,8,"1,727.90",147
34800,McKinlay (S),#,..,..,#,..,..
34860,Maranoa (R),#,..,..,24,"1,803.20",153
35250,Mornington (S),#,..,..,5,"2,568.30",218
35300,Mount Isa (C),11,256.4,207,78,"3,324.10",282
35600,Murweh (S),#,..,..,9,"2,053.20",174
35800,Paroo (S),#,..,..,#,..,..
36150,Quilpie (S),#,..,..,#,..,..
37400,Winton (S),#,..,..,#,..,..
PHN306,"Central Queensland, Wide Bay, Sunshine Coast",209,119.5,97,"1,119","1,136.10",96
30370b,Banana (S) - part b,#,..,..,19,"1,327.50",113
31820,Bundaberg (R),13,68.7,56,207,"1,956.20",166
32270,Central Highlands (R),8,111.8,90,54,"1,720.60",146
33220,Fraser Coast (R),14,71,57,126,"1,232.30",105
33360,Gladstone (R),18,122,99,69,911.9,77
33620,Gympie (R),#,..,..,32,613.3,52
34530,Livingstone (S),8,109.2,88,52,"1,191.20",101
35740,Noosa (S),14,130,105,46,854.3,72
35760,North Burnett (R),#,..,..,13,"1,163.20",99
36370,Rockhampton (R),21,119.7,97,113,"1,006.50",85
36720,Sunshine Coast (R),105,165.5,134,387,"1,016.60",86
37550,Woorabinda (S),#,..,..,#,..,..
PHN307,Northern Queensland,213,145.9,118,"1,196","1,344.10",114
30250,Aurukun (S),#,..,..,#,..,..
31900,Burdekin (S),#,..,..,16,808,69
32080,Cairns (R),50,141.4,114,280,"1,394.60",118
32260,Cassowary Coast (R),7,115.3,93,65,"2,065.40",175
32310,Charters Towers (R),#,..,..,17,"1,107.80",94
32500,Cook (S),#,..,..,7,"1,741.60",148
32600,Croydon (S),#,..,..,#,..,..
32810,Douglas (S),#,..,..,31,"2,715.10",230
33100,Etheridge (S),#,..,..,#,..,..
33200,Flinders (S),#,..,..,7,"5,334.00",453
33800,Hinchinbrook (S),#,..,..,16,"1,342.70",114
33830,Hope Vale (S),#,..,..,#,..,..
33980,Isaac (R),5,103.9,84,27,"1,397.40",119
34420,Kowanyama (S),#,..,..,#,..,..
34570,Lockhart River (S),#,..,..,#,..,..
34770,Mackay (R),38,152.5,123,211,"1,517.90",129
34830,Mapoon (S),#,..,..,#,..,..
34880,Mareeba (S),8,178.3,144,57,"2,250.10",191
35670,Napranum (S),#,..,..,#,..,..
35780,Northern Peninsula Area (R),#,..,..,#,..,..
35790,Palm Island (S),#,..,..,#,..,..
36070,Pormpuraaw (S),#,..,..,#,..,..
36300,Richmond (S),#,..,..,#,..,..
36820,Tablelands (R),8,159,129,40,"1,575.90",134
36950,Torres (S),#,..,..,6,983.7,83
36960,Torres Strait Island (R),#,..,..,8,977.1,83
37010,Townsville (C),57,145.2,117,287,954.2,81
37300,Weipa (T),#,..,..,7,"1,471.40",125
37340,Whitsunday (R),20,308.3,249,80,"2,085.20",177
37570,Wujal Wujal (S),#,..,..,#,..,..
37600,Yarrabah (S),#,..,..,12,"2,231.20",189
PHN401,Adelaide,145,66.9,54,"2,034","1,255.50",107
40070,Adelaide (C),#,..,..,76,"1,053.90",89
40700,Burnside (C),#,..,..,39,611,52
40910,Campbelltown (C),#,..,..,44,678.7,58
41060,Charles Sturt (C),12,65.8,53,166,"1,146.90",97
42600,Holdfast Bay (C),#,..,..,54,"1,337.30",113
44060,Marion (C),18,119.4,97,174,"1,501.90",127
44340,Mitcham (C),8,64.3,52,108,"1,186.70",101
45290,Norwood Payneham St Peters (C),#,..,..,39,861.8,73
45340,Onkaparinga (C),29,88.7,72,329,"1,540.10",131
45680,Playford (C),18,85.4,69,242,"1,860.60",158
45890,Port Adelaide Enfield (C),18,87.9,71,269,"1,742.00",148
46510,Prospect (C),#,..,..,25,921.5,78
47140,Salisbury (C),16,55.8,45,246,"1,301.40",110
47700,Tea Tree Gully (C),6,30,24,89,713.3,61
47980,Unley (C),#,..,..,71,"1,393.50",118
48260,Walkerville (M),#,..,..,9,829.5,70
48410,West Torrens (C),#,..,..,54,672.5,57
PHN402,Country SA,100,104.3,84,"1,109","1,962.50",167
40120,Adelaide Hills (DC),#,..,..,47,940.3,80
43920,Adelaide Plains (DC),#,..,..,13,"1,094.80",93
40220,Alexandrina (DC),#,..,..,33,"1,284.00",109
40250,Anangu Pitjantjatjara (AC),#,..,..,6,"1,290.50",110
40310,Barossa (DC),5,99.4,80,33,"1,149.30",98
40430,Barunga West (DC),#,..,..,#,..,..
40520,Berri and Barmera (DC),7,326.8,264,59,"4,648.60",394
41010,Ceduna (DC),#,..,..,18,"4,672.20",396
41140,Clare and Gilbert Valleys (DC),#,..,..,14,"1,548.70",131
41190,Cleve (DC),#,..,..,#,..,..
41330,Coober Pedy (DC),#,..,..,6,"4,454.20",378
41560,Copper Coast (DC),7,278.5,225,26,"1,757.40",149
41750,Elliston (DC),#,..,..,#,..,..
41830,Flinders Ranges (DC),#,..,..,6,"3,716.30",315
41960,Franklin Harbour (DC),#,..,..,#,..,..
42030,Gawler (T),#,..,..,26,837.1,71
42110,Goyder (DC),#,..,..,7,"1,705.60",145
42250,Grant (DC),#,..,..,6,580.1,49
42750,Kangaroo Island (DC),#,..,..,30,"6,396.50",543
43080,Karoonda East Murray (DC),#,..,..,#,..,..
43220,Kimba (DC),#,..,..,#,..,..
43360,Kingston (DC),#,..,..,6,"2,902.80",246
43650,Light (RegC),#,..,..,25,"1,172.40",99
43710,Lower Eyre Peninsula (DC),#,..,..,10,"1,607.60",136
43790,Loxton Waikerie (DC),#,..,..,31,"2,397.20",203
44000,Maralinga Tjarutja (AC),#,..,..,#,..,..
44210,Mid Murray (DC),#,..,..,22,"2,673.90",227
44550,Mount Barker (DC),5,66.3,54,55,"1,203.60",102
44620,Mount Gambier (C),#,..,..,39,"1,152.70",98
44830,Mount Remarkable (DC),#,..,..,#,..,..
45040,Murray Bridge (RC),11,270.4,219,114,"4,108.10",349
45090,Naracoorte and Lucindale (DC),#,..,..,32,"3,543.50",301
45120,Northern Areas (DC),#,..,..,10,"2,256.90",192
45400,Orroroo/Carrieton (DC),#,..,..,#,..,..
45540,Peterborough (DC),#,..,..,#,..,..
46090,Port Augusta (C),#,..,..,49,"3,094.40",263
46300,Port Lincoln (C),#,..,..,35,"2,064.90",175
46450,Port Pirie City and Dists (M),8,235,190,57,"2,529.00",215
46670,Renmark Paringa (DC),#,..,..,25,"2,139.40",182
46860,Robe (DC),#,..,..,#,..,..
46970,Roxby Downs (M),#,..,..,9,"2,401.50",204
47290,Southern Mallee (DC),#,..,..,#,..,..
47490,Streaky Bay (DC),#,..,..,11,"6,414.30",544
47630,Tatiara (DC),#,..,..,17,"2,076.40",176
47800,The Coorong (DC),#,..,..,12,"2,045.00",174
47910,Tumby Bay (DC),#,..,..,5,"2,268.80",193
48050,Victor Harbor (C),#,..,..,21,"1,688.60",143
48130,Wakefield (DC),#,..,..,9,"1,195.60",101
48340,Wattle Range (DC),5,217.4,176,21,"1,627.40",138
48540,Whyalla (C),7,161,130,98,"3,933.30",334
48640,Wudinna (DC),#,..,..,#,..,..
48750,Yankalilla (DC),#,..,..,7,"1,619.70",137
48830,Yorke Peninsula (DC),#,..,..,17,"1,955.10",166
49399,Unincorporated SA,#,..,..,14,"5,368.40",456
PHN501,Perth North,369,180.8,146,"2,157","1,582.00",134
50350,Bassendean (T),8,305.3,247,50,"2,934.10",249
50420,Bayswater (C),#,..,..,117,"1,568.70",133
51310,Cambridge (T),#,..,..,65,"1,787.10",152
51750,Claremont (T),#,..,..,18,"1,091.70",93
52170,Cottesloe (T),#,..,..,11,"1,017.00",86
54170,Joondalup (C),77,233.3,189,404,"1,899.40",161
54200,Kalamunda (S),28,234.9,190,118,"1,575.90",134
55740,Mosman Park (T),#,..,..,13,"1,011.50",86
56090,Mundaring (S),#,..,..,53,"1,114.00",95
56580,Nedlands (C),5,107.6,87,70,"1,988.20",169
56930,Peppermint Grove (S),#,..,..,#,..,..
57080,Perth (C),#,..,..,87,"2,048.80",174
57910,Stirling (C),81,225.4,182,331,"1,360.80",115
57980,Subiaco (C),#,..,..,55,"2,424.20",206
58050,Swan (C),30,95.8,77,205,"1,057.90",90
58570,Vincent (C),6,123.8,100,97,"2,622.80",223
58760,Wanneroo (C),106,233.2,189,462,"1,633.90",139
PHN502,Perth South,261,136.1,110,"1,702","1,318.10",112
50210,Armadale (C),35,186.8,151,149,"1,395.30",118
50490,Belmont (C),#,..,..,73,"1,509.30",128
51330,Canning (C),13,72.1,58,225,"1,536.10",130
51820,Cockburn (C),31,145,117,226,"1,642.20",139
53150,East Fremantle (T),#,..,..,24,"2,472.60",210
53430,Fremantle (C),14,322.6,261,89,"2,963.10",251
53780,Gosnells (C),41,162.9,132,223,"1,360.60",115
54830,Kwinana (C),8,89.7,73,94,"1,699.40",144
55110,Mandurah (C),32,196.1,159,116,"1,162.00",99
55320,Melville (C),19,98.5,80,151,"1,108.90",94
56230,Murray (S),#,..,..,17,801.2,68
57490,Rockingham (C),34,113,91,149,839.1,71
57700,Serpentine-Jarrahdale (S),7,95.8,77,47,"1,174.60",100
57840,South Perth (C),13,201.9,163,54,812,69
58510,Victoria Park (T),#,..,..,61,"1,272.70",108
58820,Waroona (S),#,..,..,6,"1,291.00",110
PHN503,Country WA,157,142,115,901,"1,611.20",137
50080,Albany (C),7,91.3,74,109,"2,395.40",203
50250,Ashburton (S),#,..,..,15,"3,009.80",255
50280,Augusta-Margaret River (S),8,229.3,185,22,"1,552.90",132
50560,Beverley (S),#,..,..,#,..,..
50630,Boddington (S),#,..,..,#,..,..
50770,Boyup Brook (S),#,..,..,#,..,..
50840,Bridgetown-Greenbushes (S),#,..,..,7,"1,770.20",150
50910,Brookton (S),#,..,..,#,..,..
50980,Broome (S),#,..,..,57,"3,021.30",256
51080,Broomehill-Tambellup (S),#,..,..,#,..,..
51120,Bruce Rock (S),#,..,..,#,..,..
51190,Bunbury (C),7,113.8,92,50,"1,414.20",120
51260,Busselton (C),15,177.7,144,59,"1,458.50",124
51400,Capel (S),#,..,..,29,"1,133.10",96
51470,Carnamah (S),#,..,..,#,..,..
51540,Carnarvon (S),5,476.3,385,12,"2,470.00",210
51610,Chapman Valley (S),#,..,..,#,..,..
51680,Chittering (S),#,..,..,#,..,..
51890,Collie (S),#,..,..,19,"1,892.40",161
51960,Coolgardie (S),#,..,..,11,"2,601.20",221
52030,Coorow (S),#,..,..,#,..,..
52100,Corrigin (S),#,..,..,#,..,..
52240,Cranbrook (S),#,..,..,#,..,..
52310,Cuballing (S),#,..,..,#,..,..
52380,Cue (S),#,..,..,#,..,..
52450,Cunderdin (S),#,..,..,#,..,..
52520,Dalwallinu (S),#,..,..,#,..,..
52590,Dandaragan (S),#,..,..,#,..,..
52660,Dardanup (S),7,242,196,8,494.1,42
52730,Denmark (S),#,..,..,#,..,..
52800,Derby-West Kimberley (S),#,..,..,29,"2,677.20",227
52870,Donnybrook-Balingup (S),#,..,..,9,"1,567.40",133
52940,Dowerin (S),#,..,..,#,..,..
53010,Dumbleyung (S),#,..,..,#,..,..
53080,Dundas (S),#,..,..,#,..,..
53220,East Pilbara (S),#,..,..,18,"2,208.90",187
53290,Esperance (S),#,..,..,14,850,72
53360,Exmouth (S),#,..,..,#,..,..
53570,Gingin (S),#,..,..,#,..,..
53640,Gnowangerup (S),#,..,..,#,..,..
53710,Goomalling (S),#,..,..,#,..,..
53800,Greater Geraldton (C),12,140.7,114,79,"1,633.60",139
53920,Halls Creek (S),5,538.3,435,11,"2,001.10",170
53990,Harvey (S),6,94.1,76,26,767.2,65
54060,Irwin (S),#,..,..,#,..,..
54130,Jerramungup (S),#,..,..,#,..,..
54280,Kalgoorlie/Boulder (C),12,190.2,154,81,"2,241.90",190
54310,Karratha (C),#,..,..,21,924.6,78
54340,Katanning (S),#,..,..,16,"3,633.10",308
54410,Kellerberrin (S),#,..,..,#,..,..
54480,Kent (S),#,..,..,#,..,..
54550,Kojonup (S),#,..,..,#,..,..
54620,Kondinin (S),#,..,..,#,..,..
54690,Koorda (S),#,..,..,#,..,..
54760,Kulin (S),#,..,..,#,..,..
54900,Lake Grace (S),#,..,..,#,..,..
