LGA_code,LGA_name,0-14 count,"0-14 ASR per 100,000",0-14 SR,15-24 count,"15-24 ASR per 100,000",15- 24SR
15700,Nambucca (A),8,256.3,116,#,..,..
16380,Port Macquarie-Hastings (A),26,187.7,85,16,194.3,107
16610,Richmond Valley (A),9,204.4,93,13,454.6,250
17400b,Tenterfield (A) - part b,#,..,..,#,..,..
17550,Tweed (A),23,140,63,21,210.1,115
PHN110,Murrumbidgee,135,280.6,127,63,212.5,117
10650,Berrigan (A),#,..,..,#,..,..
10800,Bland (A),#,..,..,#,..,..
11600,Carrathool (A),#,..,..,#,..,..
12000,Coolamon (A),#,..,..,#,..,..
13510,Cootamundra-Gundagai Regional (A) ,#,..,..,#,..,..
12730,Edward River (A),#,..,..,#,..,..
12870,Federation (A),6,272.8,124,#,..,..
13340,Greater Hume Shire (A),5,233.2,106,#,..,..
13450,Griffith (C),16,286.3,130,12,342.1,188
13850,Hay (A),7,"1,227.30",556,#,..,..
13910,Hilltops (A),16,440.5,200,9,427,234
14300,Junee (A),#,..,..,#,..,..
14600b,Lachlan (A) - part b,#,..,..,#,..,..
14750,Leeton (A),6,265.5,120,#,..,..
14950,Lockhart (A),#,..,..,#,..,..
15520,Murray River (A),10,463.2,210,#,..,..
15560,Murrumbidgee (A),#,..,..,#,..,..
15800,Narrandera (A),#,..,..,#,..,..
17080,Snowy Valleys (A),8,290.2,132,#,..,..
17350,Temora (A),#,..,..,#,..,..
17750,Wagga Wagga (C),33,245.7,111,17,172.8,95
PHN201,North Western Melbourne,789,228.3,103,447,170.2,93
21180,Brimbank (C),90,230.9,105,56,192.6,106
21890,Darebin (C),40,155.3,70,21,102.3,56
23110,Hobsons Bay (C),38,204.8,93,21,199,109
23270,Hume (C),160,305.2,138,102,318.8,175
24130a,Macedon Ranges (S) - part a,#,..,..,12,312.2,171
24330,Maribyrnong (C),36,238.2,108,17,147.1,81
24600,Melbourne (C),66,580.5,263,44,87.6,48
24650,Melton (C),65,165.3,75,54,254.4,140
25060,Moonee Valley (C),50,232.6,105,11,68.9,38
25150a,Moorabool (S) - part a,8,185.6,84,#,..,..
25250,Moreland (C),74,244.5,111,44,197.1,108
27260,Wyndham (C),125,181.5,82,56,178.2,98
27350,Yarra (C),35,304.2,138,12,107.1,59
PHN202,Eastern Melbourne,573,204,92,339,154.2,85
20660,Banyule (C),62,256.7,116,12,78,43
21110,Boroondara (C),45,154.7,70,45,157,86
23670,Knox (C),54,187.4,85,25,115.9,64
24210,Manningham (C),30,146.5,66,37,223.8,123
24410,Maroondah (C),65,290.9,132,23,161.9,89
24850a,Mitchell (S) - part a,10,270.4,123,10,445.5,245
24970a,Monash (C) - part a,62,210.6,95,35,102.2,56
25620a,Murrindindi (S) - part a,#,..,..,#,..,..
25710,Nillumbik (S),14,114.4,52,18,192.8,106
26980,Whitehorse (C),25,85.9,39,33,119.5,66
27070,Whittlesea (C),123,247.7,112,65,224.1,123
27450,Yarra Ranges (S),76,253.2,115,30,152,83
PHN203,South Eastern Melbourne,630,212.1,96,364,180.5,99
20910,Bayside (C),52,274.7,124,9,68.3,38
21450,Cardinia (S),47,182.3,83,60,425.8,234
21610,Casey (C),166,207.5,94,88,183.2,101
22170,Frankston (C),87,320.3,145,54,321.4,176
22310,Glen Eira (C),55,199,90,15,73.8,41
22670,Greater Dandenong (C),74,239.4,108,26,110.1,60
23430,Kingston (C),44,151.2,69,40,205.9,113
24970b,Monash (C) - part b,#,..,..,#,..,..
25340,Mornington Peninsula (S),51,180.3,82,36,196.7,108
25900,Port Phillip (C),11,79.1,36,15,139.4,77
26350,Stonnington (C),36,257,116,19,119.5,66
PHN204,Gippsland,129,254.2,115,86,280,154
20740,Bass Coast (S),6,104.5,47,18,594.8,327
20830,Baw Baw (S),18,174.9,79,18,291.6,160
22110,East Gippsland (S),18,235.7,107,10,227.5,125
23810,Latrobe (C),34,247.1,112,29,314.4,173
26170,South Gippsland (S),18,336,152,#,..,..
26810,Wellington (S),35,447.1,203,6,121.7,67
29399a,Unincorporated Vic - part a,#,..,..,#,..,..
PHN205,Murray,334,290,131,181,242.7,133
10050,Albury (C),22,205.7,93,24,330.1,181
20110,Alpine (S),#,..,..,#,..,..
21010,Benalla (RC),11,516.1,234,#,..,..
21270,Buloke (S),#,..,..,#,..,..
21370,Campaspe (S),13,193.8,88,#,..,..
22250,Gannawarra (S),#,..,..,#,..,..
22620,Greater Bendigo (C),84,371.6,168,45,288.8,159
22830,Greater Shepparton (C),20,150.1,68,23,277.3,152
23350,Indigo (S),15,520.7,236,#,..,..
23940a,Loddon (S) - part a,#,..,..,#,..,..
24130b,Macedon Ranges (S) - part b,#,..,..,6,312.2,171
24250,Mansfield (S),11,694.9,315,#,..,..
24780,Mildura (RC),38,353.7,160,13,184,101
24850b,Mitchell (S) - part b,15,270.4,123,16,445.5,245
24900,Moira (S),8,154.6,70,14,424.8,233
25430,Mount Alexander (S),6,204.1,92,#,..,..
25620b,Murrindindi (S) - part b,#,..,..,#,..,..
26430,Strathbogie (S),#,..,..,#,..,..
26610,Swan Hill (RC),23,565.9,256,#,..,..
26670,Towong (S),#,..,..,#,..,..
26700,Wangaratta (RC),21,408.6,185,7,215,118
27170,Wodonga (C),41,470.7,213,5,88.9,49
29399b,Unincorporated Vic - part b,#,..,..,#,..,..
PHN206,Western Victoria,272,226.7,103,161,200.1,110
20260,Ararat (RC),#,..,..,#,..,..
20570,Ballarat (C),46,219.6,100,25,164.8,90
21670,Central Goldfields (S),7,354.1,160,#,..,..
21750,Colac-Otway (S),9,224.4,102,6,244,134
21830,Corangamite (S),#,..,..,5,287.7,158
22410,Glenelg (S),#,..,..,5,224.5,123
22490,Golden Plains (S),24,466.1,211,#,..,..
22750,Greater Geelong (C),72,154.3,70,57,170.5,94
22910,Hepburn (S),13,529.2,240,#,..,..
22980,Hindmarsh (S),#,..,..,#,..,..
23190,Horsham (RC),#,..,..,13,551.6,303
23940b,Loddon (S) - part b,#,..,..,#,..,..
25150b,Moorabool (S) - part b,#,..,..,#,..,..
25490,Moyne (S),#,..,..,#,..,..
25810,Northern Grampians (S),#,..,..,#,..,..
25990,Pyrenees (S),9,772,350,#,..,..
26080,Queenscliffe (B),#,..,..,#,..,..
26260,Southern Grampians (S),16,567.1,257,#,..,..
26490,Surf Coast (S),27,403.9,183,16,470.8,258
26730,Warrnambool (C),27,425.7,193,11,238.2,131
26890,West Wimmera (S),#,..,..,#,..,..
27630,Yarriambiack (S),#,..,..,#,..,..
PHN301,Brisbane North,328,172.3,78,193,133.3,73
31000a,Brisbane (C) - part a,192,191.5,87,106,128.6,71
35010,Moreton Bay (R),132,137.8,62,100,169.4,93
36580a,Somerset (R) - part a,#,..,..,#,..,..
PHN302,Brisbane South,404,173.7,79,290,177.9,98
31000b,Brisbane (C) - part b,229,191.5,87,127,128.6,71
34590,Logan (C),120,157.7,71,107,231.2,127
36250,Redland (C),61,209.6,95,37,186,102
36510a,Scenic Rim (R) - part a,#,..,..,#,..,..
PHN303,Gold Coast,171,149.9,68,186,228,125
33430,Gold Coast (C),171,153.5,70,184,229.9,126
36510b,Scenic Rim (R) - part b,#,..,..,#,..,..
PHN304,Darling Downs and West Moreton,254,203.1,92,152,202.3,111
30370a,Banana (S) - part a,#,..,..,#,..,..
32330,Cherbourg (S),#,..,..,#,..,..
33610,Goondiwindi (R),#,..,..,#,..,..
33960,Ipswich (C),116,220.8,100,45,149.9,82
34580,Lockyer Valley (R),#,..,..,12,214.2,118
36510c,Scenic Rim (R) - part c,#,..,..,#,..,..
36580b,Somerset (R) - part b,#,..,..,5,220.3,121
36630,South Burnett (R),20,326.7,148,6,161,88
36660,Southern Downs (R),15,227.5,103,10,242.1,133
36910,Toowoomba (R),78,229.5,104,62,283.6,156
37310,Western Downs (R),#,..,..,6,138.7,76
PHN305,Western Queensland,15,102.3,46,8,114,63
30300,Balonne (S),#,..,..,#,..,..
30410,Barcaldine (R),#,..,..,#,..,..
30450,Barcoo (S),#,..,..,#,..,..
30760,Blackall-Tambo (R),#,..,..,#,..,..
30900,Boulia (S),#,..,..,#,..,..
31750,Bulloo (S),#,..,..,#,..,..
31950,Burke (S),#,..,..,#,..,..
32250,Carpentaria (S),#,..,..,#,..,..
32450,Cloncurry (S),#,..,..,#,..,..
32750,Diamantina (S),#,..,..,#,..,..
32770,Doomadgee (S),#,..,..,#,..,..
34710,Longreach (R),#,..,..,#,..,..
34800,McKinlay (S),#,..,..,#,..,..
34860,Maranoa (R),#,..,..,#,..,..
35250,Mornington (S),#,..,..,#,..,..
35300,Mount Isa (C),8,168.5,76,#,..,..
35600,Murweh (S),#,..,..,#,..,..
35800,Paroo (S),#,..,..,#,..,..
36150,Quilpie (S),#,..,..,#,..,..
37400,Winton (S),#,..,..,#,..,..
PHN306,"Central Queensland, Wide Bay, Sunshine Coast",248,155.1,70,235,236.6,130
30370b,Banana (S) - part b,#,..,..,#,..,..
31820,Bundaberg (R),24,147.8,67,42,393.6,216
32270,Central Highlands (R),17,238.8,108,#,..,..
33220,Fraser Coast (R),27,156,71,33,319.5,175
33360,Gladstone (R),22,152.3,69,31,406.4,223
33620,Gympie (R),8,86.7,39,16,303.1,166
34530,Livingstone (S),13,183.5,83,8,179.3,98
35740,Noosa (S),17,201.7,91,#,..,..
35760,North Burnett (R),#,..,..,#,..,..
36370,Rockhampton (R),46,272.8,124,23,205.1,113
36720,Sunshine Coast (R),69,119.6,54,72,187,103
37550,Woorabinda (S),#,..,..,#,..,..
PHN307,Northern Queensland,293,206.6,94,152,169.8,93
30250,Aurukun (S),#,..,..,#,..,..
31900,Burdekin (S),8,281.2,127,8,404.7,222
32080,Cairns (R),53,158.6,72,21,105.2,58
32260,Cassowary Coast (R),9,160.6,73,#,..,..
32310,Charters Towers (R),12,533.3,242,#,..,..
32500,Cook (S),#,..,..,#,..,..
32600,Croydon (S),#,..,..,#,..,..
32810,Douglas (S),#,..,..,#,..,..
33100,Etheridge (S),#,..,..,#,..,..
33200,Flinders (S),#,..,..,#,..,..
33800,Hinchinbrook (S),11,708.6,321,#,..,..
33830,Hope Vale (S),#,..,..,#,..,..
33980,Isaac (R),12,222,101,9,463.6,255
34420,Kowanyama (S),#,..,..,#,..,..
34570,Lockhart River (S),#,..,..,#,..,..
34770,Mackay (R),40,163.9,74,34,243,133
34830,Mapoon (S),#,..,..,#,..,..
34880,Mareeba (S),18,459,208,#,..,..
35670,Napranum (S),#,..,..,#,..,..
35780,Northern Peninsula Area (R),#,..,..,#,..,..
35790,Palm Island (S),#,..,..,#,..,..
36070,Pormpuraaw (S),#,..,..,#,..,..
36300,Richmond (S),#,..,..,#,..,..
36820,Tablelands (R),20,442,200,#,..,..
36950,Torres (S),#,..,..,#,..,..
36960,Torres Strait Island (R),#,..,..,#,..,..
37010,Townsville (C),58,148.6,67,56,186.3,102
37300,Weipa (T),#,..,..,#,..,..
37340,Whitsunday (R),22,348.8,158,7,182.5,100
37570,Wujal Wujal (S),#,..,..,#,..,..
37600,Yarrabah (S),#,..,..,#,..,..
PHN401,Adelaide,611,281.4,127,390,241,132
40070,Adelaide (C),#,..,..,10,141.3,78
40700,Burnside (C),28,370.9,168,#,..,..
40910,Campbelltown (C),40,464.3,210,22,340.6,187
41060,Charles Sturt (C),91,487.1,221,18,122.9,67
42600,Holdfast Bay (C),13,254.4,115,#,..,..
44060,Marion (C),39,249.2,113,17,145.7,80
44340,Mitcham (C),44,373.8,169,19,210.3,115
45290,Norwood Payneham St Peters (C),7,131.6,60,5,110.9,61
45340,Onkaparinga (C),73,230.6,104,52,241.9,133
45680,Playford (C),35,154.9,70,54,412.6,227
45890,Port Adelaide Enfield (C),76,343.5,156,44,284.1,156
46510,Prospect (C),12,326.1,148,#,..,..
47140,Salisbury (C),63,217,98,65,341.9,188
47700,Tea Tree Gully (C),42,241.8,110,34,272.3,149
47980,Unley (C),12,195.8,89,6,117.8,65
48260,Walkerville (M),#,..,..,#,..,..
48410,West Torrens (C),30,328.5,149,37,465.8,256
PHN402,Country SA,229,256.3,116,146,256.7,141
40120,Adelaide Hills (DC),12,166.5,75,#,..,..
43920,Adelaide Plains (DC),6,384.7,174,#,..,..
40220,Alexandrina (DC),19,486.1,220,#,..,..
40250,Anangu Pitjantjatjara (AC),#,..,..,#,..,..
40310,Barossa (DC),9,200.7,91,9,316,173
40430,Barunga West (DC),#,..,..,#,..,..
40520,Berri and Barmera (DC),#,..,..,11,859.5,472
41010,Ceduna (DC),#,..,..,#,..,..
41140,Clare and Gilbert Valleys (DC),#,..,..,#,..,..
41190,Cleve (DC),#,..,..,#,..,..
41330,Coober Pedy (DC),#,..,..,#,..,..
41560,Copper Coast (DC),7,304.2,138,#,..,..
41750,Elliston (DC),#,..,..,#,..,..
41830,Flinders Ranges (DC),#,..,..,#,..,..
41960,Franklin Harbour (DC),#,..,..,#,..,..
42030,Gawler (T),8,172,78,15,473.4,260
42110,Goyder (DC),#,..,..,#,..,..
42250,Grant (DC),#,..,..,#,..,..
42750,Kangaroo Island (DC),#,..,..,#,..,..
43080,Karoonda East Murray (DC),#,..,..,#,..,..
43220,Kimba (DC),#,..,..,#,..,..
43360,Kingston (DC),#,..,..,#,..,..
43650,Light (RegC),8,265.8,120,#,..,..
43710,Lower Eyre Peninsula (DC),#,..,..,#,..,..
43790,Loxton Waikerie (DC),#,..,..,16,"1,204.70",661
44000,Maralinga Tjarutja (AC),#,..,..,#,..,..
44210,Mid Murray (DC),#,..,..,#,..,..
44550,Mount Barker (DC),30,417.4,189,8,173.7,95
44620,Mount Gambier (C),#,..,..,9,266.9,147
44830,Mount Remarkable (DC),#,..,..,#,..,..
45040,Murray Bridge (RC),#,..,..,6,203.5,112
45090,Naracoorte and Lucindale (DC),#,..,..,#,..,..
45120,Northern Areas (DC),5,613.9,278,#,..,..
45400,Orroroo/Carrieton (DC),#,..,..,#,..,..
45540,Peterborough (DC),#,..,..,#,..,..
46090,Port Augusta (C),#,..,..,#,..,..
46300,Port Lincoln (C),24,826,374,#,..,..
46450,Port Pirie City and Dists (M),23,724.4,328,#,..,..
46670,Renmark Paringa (DC),#,..,..,15,"1,312.50",721
46860,Robe (DC),#,..,..,#,..,..
46970,Roxby Downs (M),6,561,254,#,..,..
47290,Southern Mallee (DC),#,..,..,#,..,..
47490,Streaky Bay (DC),#,..,..,#,..,..
47630,Tatiara (DC),#,..,..,#,..,..
47800,The Coorong (DC),#,..,..,#,..,..
47910,Tumby Bay (DC),#,..,..,#,..,..
48050,Victor Harbor (C),9,428.8,194,#,..,..
48130,Wakefield (DC),#,..,..,#,..,..
48340,Wattle Range (DC),#,..,..,12,921,506
48540,Whyalla (C),12,290.4,132,11,438.3,241
48640,Wudinna (DC),#,..,..,#,..,..
48750,Yankalilla (DC),#,..,..,#,..,..
48830,Yorke Peninsula (DC),5,320.9,145,#,..,..
49399,Unincorporated SA,#,..,..,#,..,..
PHN501,Perth North,407,198.6,90,262,192,105
50350,Bassendean (T),7,239.8,109,#,..,..
50420,Bayswater (C),27,246.8,112,#,..,..
51310,Cambridge (T),6,110.7,50,6,151.4,83
51750,Claremont (T),#,..,..,#,..,..
52170,Cottesloe (T),#,..,..,#,..,..
54170,Joondalup (C),64,211.6,96,46,215.5,118
54200,Kalamunda (S),19,166.9,76,14,185.9,102
55740,Mosman Park (T),#,..,..,#,..,..
56090,Mundaring (S),15,217.9,99,8,160.1,88
56580,Nedlands (C),#,..,..,#,..,..
56930,Peppermint Grove (S),#,..,..,#,..,..
57080,Perth (C),6,303.1,137,#,..,..
57910,Stirling (C),45,116.1,53,52,212.3,117
57980,Subiaco (C),7,243.5,110,6,262.9,144
58050,Swan (C),77,235.4,107,49,254,139
58570,Vincent (C),10,177.8,81,#,..,..
58760,Wanneroo (C),115,245.1,111,69,243.4,134
PHN502,Perth South,460,232.8,105,201,155.5,85
50210,Armadale (C),57,267.3,121,21,196.6,108
50490,Belmont (C),27,379.2,172,#,..,..
51330,Canning (C),55,328.8,149,14,92.9,51
51820,Cockburn (C),23,101.8,46,29,212.5,117
53150,East Fremantle (T),#,..,..,#,..,..
53430,Fremantle (C),#,..,..,7,222.4,122
53780,Gosnells (C),70,265.2,120,21,128.1,70
54830,Kwinana (C),21,202.4,92,16,289.9,159
55110,Mandurah (C),18,113,51,30,296.7,163
55320,Melville (C),42,242.4,110,12,85.2,47
56230,Murray (S),#,..,..,#,..,..
57490,Rockingham (C),93,310.4,141,26,146,80
57700,Serpentine-Jarrahdale (S),7,88.2,40,10,249.1,137
57840,South Perth (C),7,110,50,#,..,..
58510,Victoria Park (T),33,633.3,287,#,..,..
58820,Waroona (S),#,..,..,#,..,..
PHN503,Country WA,189,174.1,79,153,272,149
50080,Albany (C),12,174.9,79,6,130.7,72
50250,Ashburton (S),#,..,..,#,..,..
50280,Augusta-Margaret River (S),#,..,..,#,..,..
50560,Beverley (S),#,..,..,#,..,..
50630,Boddington (S),#,..,..,#,..,..
50770,Boyup Brook (S),#,..,..,#,..,..
50840,Bridgetown-Greenbushes (S),#,..,..,#,..,..
50910,Brookton (S),#,..,..,#,..,..
50980,Broome (S),#,..,..,6,343.8,189
51080,Broomehill-Tambellup (S),#,..,..,#,..,..
51120,Bruce Rock (S),#,..,..,#,..,..
51190,Bunbury (C),#,..,..,9,257.6,141
51260,Busselton (C),27,355.3,161,34,828.7,455
51400,Capel (S),#,..,..,15,580,318
51470,Carnamah (S),#,..,..,#,..,..
51540,Carnarvon (S),#,..,..,10,"2,095.00",1150
51610,Chapman Valley (S),#,..,..,#,..,..
51680,Chittering (S),#,..,..,#,..,..
51890,Collie (S),25,"1,489.30",675,#,..,..
51960,Coolgardie (S),#,..,..,#,..,..
52030,Coorow (S),#,..,..,#,..,..
52100,Corrigin (S),#,..,..,#,..,..
52240,Cranbrook (S),#,..,..,#,..,..
52310,Cuballing (S),#,..,..,#,..,..
52380,Cue (S),#,..,..,#,..,..
52450,Cunderdin (S),#,..,..,#,..,..
52520,Dalwallinu (S),#,..,..,#,..,..
52590,Dandaragan (S),#,..,..,#,..,..
52660,Dardanup (S),#,..,..,#,..,..
52730,Denmark (S),#,..,..,#,..,..
52800,Derby-West Kimberley (S),#,..,..,9,775.3,426
52870,Donnybrook-Balingup (S),#,..,..,#,..,..
52940,Dowerin (S),#,..,..,#,..,..
53010,Dumbleyung (S),#,..,..,#,..,..
53080,Dundas (S),#,..,..,#,..,..
53220,East Pilbara (S),#,..,..,#,..,..
53290,Esperance (S),#,..,..,6,376.3,207
53360,Exmouth (S),#,..,..,#,..,..
53570,Gingin (S),#,..,..,#,..,..
53640,Gnowangerup (S),#,..,..,#,..,..
53710,Goomalling (S),#,..,..,#,..,..
53800,Greater Geraldton (C),#,..,..,#,..,..
53920,Halls Creek (S),#,..,..,#,..,..
53990,Harvey (S),16,267.2,121,#,..,..
54060,Irwin (S),#,..,..,#,..,..
54130,Jerramungup (S),#,..,..,#,..,..
54280,Kalgoorlie/Boulder (C),16,225.7,102,#,..,..
54310,Karratha (C),8,133,60,#,..,..
54340,Katanning (S),#,..,..,#,..,..
54410,Kellerberrin (S),#,..,..,#,..,..
54480,Kent (S),#,..,..,#,..,..
54550,Kojonup (S),#,..,..,#,..,..
54620,Kondinin (S),#,..,..,#,..,..
54690,Koorda (S),#,..,..,#,..,..
54760,Kulin (S),#,..,..,#,..,..
54900,Lake Grace (S),#,..,..,#,..,..
54970,Laverton (S),#,..,..,#,..,..
55040,Leonora (S),#,..,..,#,..,..
55180,Manjimup (S),#,..,..,#,..,..
55250,Meekatharra (S),#,..,..,#,..,..
55390,Menzies (S),#,..,..,#,..,..
55460,Merredin (S),#,..,..,#,..,..
55530,Mingenew (S),#,..,..,#,..,..
55600,Moora (S),#,..,..,#,..,..
55670,Morawa (S),#,..,..,#,..,..
55810,Mount Magnet (S),#,..,..,#,..,..
55880,Mount Marshall (S),#,..,..,#,..,..
55950,Mukinbudin (S),#,..,..,#,..,..
56160,Murchison (S),#,..,..,#,..,..
56300,Nannup (S),#,..,..,#,..,..
56370,Narembeen (S),#,..,..,#,..,..
56460,Narrogin (S),#,..,..,#,..,..
56620,Ngaanyatjarraku (S),#,..,..,#,..,..
56730,Northam (S),10,494.5,224,#,..,..
56790,Northampton (S),#,..,..,#,..,..
56860,Nungarin (S),#,..,..,#,..,..
57000,Perenjori (S),#,..,..,#,..,..
57140,Pingelly (S),#,..,..,#,..,..
57210,Plantagenet (S),#,..,..,#,..,..
57280,Port Hedland (T),10,250.3,113,7,490.1,269
57350,Quairading (S),#,..,..,#,..,..
57420,Ravensthorpe (S),#,..,..,#,..,..
57630,Sandstone (S),#,..,..,#,..,..
57770,Shark Bay (S),#,..,..,#,..,..
58190,Tammin (S),#,..,..,#,..,..
58260,Three Springs (S),#,..,..,#,..,..
58330,Toodyay (S),#,..,..,#,..,..
58400,Trayning (S),#,..,..,#,..,..
58470,Upper Gascoyne (S),#,..,..,#,..,..
58540,Victoria Plains (S),#,..,..,#,..,..
58610,Wagin (S),#,..,..,#,..,..
58680,Wandering (S),#,..,..,#,..,..
58890,West Arthur (S),#,..,..,#,..,..
59030,Westonia (S),#,..,..,#,..,..
59100,Wickepin (S),#,..,..,#,..,..
59170,Williams (S),#,..,..,#,..,..
59250,Wiluna (S),#,..,..,#,..,..
59310,Wongan-Ballidu (S),#,..,..,#,..,..
59320,Woodanilling (S),#,..,..,#,..,..
59330,Wyalkatchem (S),#,..,..,#,..,..
